method,ntaxa,bl,biastype,pitype,parameter,r,estbias,rmsd,resvar
SLAC2,128,0.16,nobias,equalpi,dS,0.00977816269091776,11.9805451742452,12.6077296416206,15.5832423996671
SLAC2,128,0.16,nobias,unequalpi,dN,0.73522503112523,5.88547800558054,7.36268747092602,9.95871535999618
SLAC2,128,0.16,nobias,unequalpi,dS,-0.00266246415790998,11.2991609013978,12.0797558505436,18.483022057409
SLAC2,128,0.64,bias,equalpi,dN,0.868507078594445,15.8613160970648,18.7603906108809,25.9700779473806
SLAC2,128,0.64,bias,equalpi,dS,0.471758183937072,30.802804412246,32.099812075853,64.8578025807036
SLAC2,128,0.64,bias,unequalpi,dN,0.870547987536188,16.7424397660525,19.4185198080532,24.8390775721309
SLAC2,128,0.64,bias,unequalpi,dS,0.453792618925646,30.0363122047499,31.2565238863567,60.5041172696834
SLAC2,128,0.64,nobias,equalpi,dN,0.894178416785095,18.0311729365061,21.2448980480951,26.8677138679893
SLAC2,128,0.64,nobias,equalpi,dS,0.00123429766872292,38.2287944393823,38.602648039606,29.0538017259043
SLAC2,128,0.64,nobias,unequalpi,dN,0.88694880156287,18.4789411786442,21.3367183541864,25.8107342575811
SLAC2,128,0.64,nobias,unequalpi,dS,-0.00549504725712009,36.333678813515,36.8128412068917,35.3932090678657
SLAC2,256,0.0025,bias,equalpi,dN,0.357873471190999,-0.203400448687395,0.432446054195895,0.145507696130583
SLAC2,256,0.0025,bias,equalpi,dS,-0.0487528737672217,0.766855574217016,1.09500970326265,0.901573214424974
SLAC2,256,0.0025,bias,unequalpi,dN,0.314037305968243,-0.191747867676602,0.45396413851208,0.169321564838057
SLAC2,256,0.0025,bias,unequalpi,dS,0.0307044943102903,0.759371299888585,0.996815967233598,0.467594050280225
SLAC2,256,0.0025,nobias,equalpi,dN,0.338043293552753,-0.245124694876261,0.459255233891918,0.135029168792643
SLAC2,256,0.0025,nobias,equalpi,dS,0.0720373394385537,0.494600098451052,0.789272393465045,0.41701110424127
SLAC2,256,0.0025,nobias,unequalpi,dN,0.360409214928511,-0.242925368813303,0.472476401753739,0.151996038573428
SLAC2,256,0.0025,nobias,unequalpi,dS,0.0700199072420905,0.527661604787139,0.839050224658581,0.485436157698406
SLAC2,256,0.01,bias,equalpi,dN,0.453987462562531,0.381766535809516,1.00674198423151,0.85865166008919
SLAC2,256,0.01,bias,equalpi,dS,0.0285480399188485,1.50718085292534,2.08094135679391,2.34482794983534
SLAC2,256,0.01,bias,unequalpi,dN,0.467886480601854,0.475535318464628,1.06750567664382,0.886156230435871
SLAC2,256,0.01,bias,unequalpi,dS,0.00359079914238891,1.55506148477502,2.31865923171177,7.67423606478049
SLAC2,256,0.01,nobias,equalpi,dN,0.487793612729122,0.385604016436396,1.00935073334198,0.844841457613797
SLAC2,256,0.01,nobias,equalpi,dS,0.0318463585795402,1.44738904202382,2.49766033379631,11.1102441452318
SLAC2,256,0.01,nobias,unequalpi,dN,0.486946367204908,0.413021360598678,1.00089668197501,0.803064302496586
SLAC2,256,0.01,nobias,unequalpi,dS,0.0195472062297155,1.53036739693931,2.5596309143573,15.6528091453062
SLAC2,256,0.04,bias,equalpi,dN,0.596513109443358,2.44616113079549,3.60608470976742,5.12518394481094
SLAC2,256,0.04,bias,equalpi,dS,0.153331065267388,5.21750550608046,6.39772461129679,13.8758293488879
SLAC2,256,0.04,bias,unequalpi,dN,0.579648307330704,2.66134543191217,3.79263168121965,5.48793118030168
SLAC2,256,0.04,bias,unequalpi,dS,0.145245481001742,5.21341083465365,6.62042859952271,17.430029441993
SLAC2,256,0.04,nobias,equalpi,dN,0.644418474235929,2.79969870694158,3.993255579831,5.47131110625752
SLAC2,256,0.04,nobias,equalpi,dS,-0.00779659654238282,6.11144238767387,7.03808475654704,12.8523774821907
SLAC2,256,0.04,nobias,unequalpi,dN,0.622059314722657,2.95623108338295,4.11634897641617,5.72068083425635
SLAC2,256,0.04,nobias,unequalpi,dS,0.00706201493461076,5.94216144626172,7.17287761609521,19.4641652481831
SLAC2,256,0.16,bias,equalpi,dN,0.740263966436469,10.1551586560061,12.867196581185,29.8244474500474
SLAC2,256,0.16,bias,equalpi,dS,0.299246185847828,20.6341410062802,22.4470092009722,72.2342455968198
SLAC2,256,0.16,bias,unequalpi,dN,0.740815247938801,11.0323253447097,13.5135409648232,29.2150957683322
SLAC2,256,0.16,bias,unequalpi,dS,0.256855621591574,20.3774055215656,22.1077330963602,69.4658920917516
SLAC2,256,0.16,nobias,equalpi,dN,0.780505551184731,11.6530464722382,14.4669594940798,30.567139359657
SLAC2,256,0.16,nobias,equalpi,dS,-0.000118589611737576,25.1069171392261,25.7283027126866,31.9667660310557
SLAC2,256,0.16,nobias,unequalpi,dN,0.773571745074224,12.478327782027,15.1393155129572,31.5080793316538
SLAC2,256,0.16,nobias,unequalpi,dS,-0.0184158335775274,23.9180764095653,24.7977578981661,43.3190452060124
SLAC2,256,0.64,bias,equalpi,dN,0.894141923059765,32.2463203104307,37.741591892913,80.0924444487134
SLAC2,256,0.64,bias,equalpi,dS,0.540440889097366,62.6352562232707,64.6354023452198,183.449534254305
SLAC2,256,0.64,bias,unequalpi,dN,0.889245682522948,34.0470190051111,39.1182850950306,80.3842525606848
SLAC2,256,0.64,bias,unequalpi,dS,0.514812514794692,61.2082771780467,62.929011489219,159.93179264342
SLAC2,256,0.64,nobias,equalpi,dN,0.919371252928201,36.7528329997075,42.811451885955,77.7815398696899
SLAC2,256,0.64,nobias,equalpi,dS,0.0141855598240829,77.9343226600257,78.338911462945,63.9215923101597
SLAC2,256,0.64,nobias,unequalpi,dN,0.91065784989199,37.8042079002289,43.2699655980825,78.5588070190732
SLAC2,256,0.64,nobias,unequalpi,dS,0.0093785157513338,74.2204412044593,74.7146594429192,74.3565548496917
SLAC2,512,0.0025,bias,equalpi,dN,0.418617562691775,0.00807128109604162,0.557316923589316,0.329033118487187
SLAC2,512,0.0025,bias,equalpi,dS,0.0243370846281514,1.00609450102341,1.37868728395161,0.954003729086804
SLAC2,512,0.0025,bias,unequalpi,dN,0.388738930859607,0.0128486782422522,0.588922904779818,0.372763983102953
SLAC2,512,0.0025,bias,unequalpi,dS,-0.0121529659759212,1.11075862938133,2.1001203411064,14.906657638767
SLAC2,512,0.0025,nobias,equalpi,dN,0.443349532531282,-0.0385382021822658,0.551259441787418,0.330507410416141
SLAC2,512,0.0025,nobias,equalpi,dS,0.0395052360743662,0.76851242141461,1.16164566996451,0.803339373350612
SLAC2,512,0.0025,nobias,unequalpi,dN,0.419393264404422,-0.0130665781559165,0.573319275853791,0.340092796942224
SLAC2,512,0.0025,nobias,unequalpi,dS,0.0226861750227802,0.799743183366249,1.20325674434411,0.846069259992494
SLAC2,512,0.01,bias,equalpi,dN,0.506202856593455,1.15668965907846,2.00381002959444,2.35817727832036
SLAC2,512,0.01,bias,equalpi,dS,0.0474650153738756,2.77726212651574,3.7052450721812,6.54870693659064
SLAC2,512,0.01,bias,unequalpi,dN,0.489512057555504,1.20593710280972,2.04633030932743,2.45483892156798
SLAC2,512,0.01,bias,unequalpi,dS,0.0852085797421988,2.77486387670652,4.248056883575,15.7551092331006
SLAC2,512,0.01,nobias,equalpi,dN,0.551957758290189,1.20596013246582,2.04117132523757,2.26845358787218
SLAC2,512,0.01,nobias,equalpi,dS,0.0295811904105279,2.84863823008971,3.71249202195777,6.66614243771901
SLAC2,512,0.01,nobias,unequalpi,dN,0.548652990801593,1.33562376731068,2.17486659968699,2.4626202122666
SLAC2,512,0.01,nobias,unequalpi,dS,0.0252174222054278,2.68422216537661,3.45649699618076,4.98023739654635
SLAC2,512,0.04,bias,equalpi,dN,0.617544529549982,5.33420563437065,7.40350097958198,17.663510511654
SLAC2,512,0.04,bias,equalpi,dS,0.185773921808945,10.9901562663853,12.7927386684299,42.2867296096528
SLAC2,512,0.04,bias,unequalpi,dN,0.621309807467486,5.81576627605945,7.85572306890631,18.6683472878741
SLAC2,512,0.04,bias,unequalpi,dS,0.172788970144755,10.8153557112536,12.7437967124484,45.105048866322
SLAC2,512,0.04,nobias,equalpi,dN,0.662539416014971,6.23046459693381,8.38938008107412,19.2301529177664
SLAC2,512,0.04,nobias,equalpi,dS,0.0137180357151853,13.0560690301206,13.8018143000387,20.3123395617003
SLAC2,512,0.04,nobias,unequalpi,dN,0.660509099572819,6.43995468245897,8.44149480650424,18.3451878967774
SLAC2,512,0.04,nobias,unequalpi,dS,0.0155778634744742,12.5578715799887,13.7489788424281,32.8014280096748
SLAC2,512,0.16,bias,equalpi,dN,0.777099312117731,20.9396351343731,25.8938262587272,95.7755187851831
SLAC2,512,0.16,bias,equalpi,dS,0.340729629697425,42.3174755492964,45.0034264099886,210.376762815335
SLAC2,512,0.16,bias,unequalpi,dN,0.780004198213926,22.368643998316,27.0495264715696,94.3031957880792
SLAC2,512,0.16,bias,unequalpi,dS,0.305531546866433,41.6938920489602,44.3841380325464,212.782429232554
SLAC2,512,0.16,nobias,equalpi,dN,0.81150357260331,24.0352471549443,29.3731396094065,101.446779849424
SLAC2,512,0.16,nobias,equalpi,dS,-0.0159044784618817,51.3005568037322,51.9283774699057,65.5163048720718
SLAC2,512,0.16,nobias,unequalpi,dN,0.802624135232101,25.198105549146,30.1429139276426,101.558940062414
SLAC2,512,0.16,nobias,unequalpi,dS,-0.000489731817513095,48.6640598937471,49.7161544993526,104.386009043502
SLAC2,512,0.64,bias,equalpi,dN,0.913306502024422,65.3201403105763,75.941648940109,255.493386476819
SLAC2,512,0.64,bias,equalpi,dS,0.60419126639336,126.286362114198,129.536067356477,538.197711042702
SLAC2,512,0.64,bias,unequalpi,dN,0.914939988831256,68.5721813348825,78.5574008974866,246.138588960795
SLAC2,512,0.64,bias,unequalpi,dS,0.606077850119434,122.541884495743,125.34291598376,444.980356089677
SLAC2,512,0.64,nobias,equalpi,dN,0.935875069158934,73.8514938216838,85.6141634843324,239.313409404147
SLAC2,512,0.64,nobias,equalpi,dS,0.00725582973204999,156.97467580203,157.415570348591,140.237303671016
SLAC2,512,0.64,nobias,unequalpi,dN,0.928990467631416,75.8544953289461,86.5326916964062,244.41170912734
SLAC2,512,0.64,nobias,unequalpi,dS,-0.030439415656944,148.767093518394,149.307613875365,162.69679556459
SLAC2,1024,0.0025,bias,equalpi,dN,0.451182177701204,0.361006130600392,0.98412174303271,0.84795194203527
SLAC2,1024,0.0025,bias,equalpi,dS,0.00932673502198258,1.63644970744709,2.60111157434144,9.30536092046481
SLAC2,1024,0.0025,bias,unequalpi,dN,0.461930843833406,0.438997181955912,1.06633947484889,0.935672108284832
SLAC2,1024,0.0025,bias,unequalpi,dS,0.0218412251403807,1.56092068858326,2.12918584816429,2.16266172710942
SLAC2,1024,0.0025,nobias,equalpi,dN,0.487068861378099,0.402234928982986,1.0662384725043,0.967454042252932
SLAC2,1024,0.0025,nobias,equalpi,dS,0.0251030068140073,1.40463583501374,2.12024379823893,4.40518686156625
SLAC2,1024,0.0025,nobias,unequalpi,dN,0.471822672771654,0.435982933559099,1.07255554229455,0.945329945391491
SLAC2,1024,0.0025,nobias,unequalpi,dS,0.0209707676079456,1.48294185829209,2.35113192231129,7.01446583267781
SLAC2,1024,0.01,bias,equalpi,dN,0.546459162583335,2.53050293447802,3.95399748835316,7.36688699098617
SLAC2,1024,0.01,bias,equalpi,dS,0.154111219889463,5.42196766132655,7.08521486598528,22.4134327128233
SLAC2,1024,0.01,bias,unequalpi,dN,0.540563436125281,2.77662042896123,4.17212523946835,7.75778380505916
SLAC2,1024,0.01,bias,unequalpi,dS,0.123940022137871,5.42429215393595,7.16785925263849,25.3450102993942
SLAC2,1024,0.01,nobias,equalpi,dN,0.579769583616563,2.89014783076537,4.30234710820924,7.62861832561627
SLAC2,1024,0.01,nobias,equalpi,dS,0.0145839095208579,6.31439670529475,7.30749995083824,14.8251688595551
SLAC2,1024,0.01,nobias,unequalpi,dN,0.570492275469101,3.13759202490118,4.55066897471776,8.24100729243893
SLAC2,1024,0.01,nobias,unequalpi,dS,0.0077313639451019,6.000184795424,7.24284675770872,20.1683552152225
SLAC2,1024,0.04,bias,equalpi,dN,0.642278276450073,11.0808753339461,14.9904937475224,63.2227093390738
SLAC2,1024,0.04,bias,equalpi,dS,0.236016033311479,22.5123785988128,25.3793749530365,131.267781589674
SLAC2,1024,0.04,bias,unequalpi,dN,0.634490243762221,12.0671152272145,15.6637661640499,62.8174732355345
SLAC2,1024,0.04,bias,unequalpi,dS,0.201268949678588,22.2198817495479,25.1057870006367,133.215516960886
SLAC2,1024,0.04,nobias,equalpi,dN,0.698940040915042,12.7851993647288,16.614348466487,61.0447276814358
SLAC2,1024,0.04,nobias,equalpi,dS,0.01428391405803,27.0629726432867,27.9097463720872,47.1831664347276
SLAC2,1024,0.04,nobias,unequalpi,dN,0.676107871346675,13.5602952477254,17.3539992822818,67.4218690619539
SLAC2,1024,0.04,nobias,unequalpi,dS,0.00381962334232826,26.0228574759235,27.3277278901857,70.8313683371153
SLAC2,1024,0.16,bias,equalpi,dN,0.798038609089053,42.1969921550517,51.5606654835829,328.511773644452
SLAC2,1024,0.16,bias,equalpi,dS,0.3693146783761,85.5503106663857,89.8565609465155,660.525625802302
SLAC2,1024,0.16,bias,unequalpi,dN,0.800622724576194,44.9245879006206,53.7235278764844,320.797325798457
SLAC2,1024,0.16,bias,unequalpi,dS,0.346185357829436,83.115834189995,87.1411458941679,608.720917003191
SLAC2,1024,0.16,nobias,equalpi,dN,0.829634433602118,48.2677855750931,58.4990122095042,350.954082332603
SLAC2,1024,0.16,nobias,equalpi,dS,0.00462004837204974,104.020239482848,104.685447733907,140.44003109335
SLAC2,1024,0.16,nobias,unequalpi,dN,0.827815207986635,50.3592672722705,59.7623711547197,335.373167154581
SLAC2,1024,0.16,nobias,unequalpi,dS,-0.0119170017528686,98.4836180875944,99.8133669725079,266.011093384806
SLAC2,1024,0.64,bias,equalpi,dN,0.928583240776135,130.486735382027,151.172888272771,820.353119050565
SLAC2,1024,0.64,bias,unequalpi,dN,0.928439318058399,137.629604266779,156.976648932541,805.758608321847
SLAC2,1024,0.64,bias,unequalpi,dS,0.713914765044664,246.457161628017,250.331785485543,948.707400108069
SLAC2,1024,0.64,nobias,equalpi,dN,0.947565981973663,148.158402953533,171.15959306722,767.693043900847
SLAC2,1024,0.64,nobias,equalpi,dS,0.0188484717808842,315.679321148351,316.193194750027,328.976686352077
SLAC2,1024,0.64,nobias,unequalpi,dN,0.940695810968458,152.938931838931,173.266287639228,780.555922845605
SLAC2,1024,0.64,nobias,unequalpi,dS,-0.0261725235667193,299.539651638324,300.116981598856,349.909753310478
SLAC2,2048,0.0025,bias,equalpi,dN,0.490737547569648,1.13432967768258,2.04832970887749,2.64089495926816
SLAC2,2048,0.0025,bias,equalpi,dS,0.0490339783979165,2.76470862059269,3.81105143819355,7.56371482565068
SLAC2,2048,0.0025,bias,unequalpi,dN,0.479491240333505,1.25472685073772,2.17454856052107,2.87789031821818
SLAC2,2048,0.0025,bias,unequalpi,dS,0.0672912168762784,2.76526748187898,3.70159808231695,6.80996134783498
SLAC2,2048,0.0025,nobias,equalpi,dN,0.542652137376955,1.2255930787378,2.10106543283154,2.45895281552348
SLAC2,2048,0.0025,nobias,equalpi,dS,0.0316329408790161,2.83874458701584,3.67596595728934,6.76283134531581
SLAC2,2048,0.0025,nobias,unequalpi,dN,0.536377801151856,1.32893360498009,2.19075232994811,2.61704752891023
SLAC2,2048,0.0025,nobias,unequalpi,dS,0.00165529482070111,2.89018867152137,3.69505061544536,5.73836071106538
SLAC2,2048,0.01,bias,equalpi,dN,0.574708383266892,5.48454023216985,7.9489697395601,24.3229892622378
SLAC2,2048,0.01,bias,equalpi,dS,0.181429357283137,11.4541604676525,14.190342053017,73.0907508654285
SLAC2,2048,0.01,bias,unequalpi,dN,0.569504900592609,5.97676287408925,8.53391017508406,27.4064623907657
SLAC2,2048,0.01,bias,unequalpi,dS,0.18648611138533,10.9730533269346,13.3751205422583,59.0817101930118
SLAC2,2048,0.01,nobias,equalpi,dN,0.618231636008278,6.14463007315231,8.66829920798298,25.3188783747229
SLAC2,2048,0.01,nobias,equalpi,dS,0.000668200616975565,13.4881766683473,14.6773717454139,35.3224395920362
SLAC2,2048,0.01,nobias,unequalpi,dN,0.605109415399298,6.70778732023955,9.25358418594576,27.7184600812273
SLAC2,2048,0.01,nobias,unequalpi,dS,-0.0083975451205685,12.8671019284117,14.2650048995134,39.2372670374984
SLAC2,2048,0.04,bias,equalpi,dN,0.652556306781323,22.5435307226799,29.9362797085094,232.18673900422
SLAC2,2048,0.04,bias,equalpi,dS,0.247042495224186,46.0554628998323,50.7561671116659,434.0341238685
SLAC2,2048,0.04,bias,unequalpi,dN,0.649978362948985,24.6135811256,31.6421265314598,238.449210927511
SLAC2,2048,0.04,bias,unequalpi,dS,0.234112158920968,44.6777482731398,49.3511850142658,422.187707461541
SLAC2,2048,0.04,nobias,equalpi,dN,0.71000121500665,25.8724020738302,33.4080561801985,230.410164233704
SLAC2,2048,0.04,nobias,equalpi,dS,0.0168468904859363,55.0820057562612,55.9248354885778,95.1269933156374
SLAC2,2048,0.04,nobias,unequalpi,dN,0.696318940694255,27.4667694166329,34.5794578430924,236.410301884261
SLAC2,2048,0.04,nobias,unequalpi,dS,-0.00754875276344135,52.3455044493082,53.9447346131727,171.78908678835
SLAC2,2048,0.16,bias,equalpi,dN,0.850611940781626,83.4258517579851,100.895291613218,911.057765211237
SLAC2,2048,0.16,bias,unequalpi,dN,0.850703339637585,91.7616277506386,108.122939719172,921.588310054441
SLAC2,2048,0.16,nobias,equalpi,dN,0.876167134554855,93.0753638043473,112.336621321204,942.396424681429
SLAC2,2048,0.16,nobias,equalpi,dS,0.0107232197286578,207.910877432587,208.582892375671,283.279573947206
SLAC2,2048,0.16,nobias,unequalpi,dN,0.876030763408203,101.29632399005,119.286377083243,942.364926542693
SLAC2,2048,0.16,nobias,unequalpi,dS,0.00186025137760624,198.735522767614,200.503537191727,711.179863418259
SLAC2,2048,0.64,nobias,equalpi,dS,0.0190753805544992,630.094605056618,630.706586071571,780.586330439635
SLAC2,2048,0.64,nobias,unequalpi,dS,-0.0259637264180071,598.561345979254,599.194420278442,765.458492512887
